# doc_id=8-LST-0120 discipline=8 revision=R0
col_0,Instrument No.,col_2,P&ID,Fluid,"Composition
(%w/w)",Physical Properties at N.O.C.,col_7,Flowrate (m3/h),col_9,col_10,Temperature (°C),col_12,col_13,Max. Pressure (kPa(g)),Scale Range (m3/h),Recommended Type,Material of Construction,col_18,col_19,Operating Case Reference,Comments
,Aker Kvaerner Chemetics,Owner,,,,"Visc.
(Cp)","Dens.
(kg/m3)",Min.,Norm.,Max.,Min.,Norm.,Max.,,,,Wetted parts,Non-Wetted Parts,Gaskets/Seal,,
