# doc_id=4-SPC-0002 table=1 inline=true
Rev:,Date:,Status:,Prepared By:,Checked By:,Approved By:
1,20-Jan-03,Standard,D. Wright,G. Schwab,T. Ueki
0,22-Oct-02,Comments Requested,D. Wright,G. Schwab,T. Ueki
