# doc_id=8-LST-0102 discipline=8 revision=R0
Tag No.,Description,Range & Eng. Units,Field/DCS Calibration Check,col_4,col_5,col_6,col_7,Alarms,col_9,col_10,col_11,col_12,col_13,Interlocks,col_15,col_16,col_17,col_18,col_19,Initials   KC,Initials Owner,P&ID Ref.,Comments
,,,(OFF) 0%,0.25,0.5,0.75,(ON) 100%,lololo,lolo,lo,hi,hihi,hihihi,lololo,lolo,lo,hi,hihi,hihihi,,,,
