# doc_id=4-SPC-0042 table=1 inline=true
Rev:,Date:,Status:,Prepared By:,Checked By:,Approved By:
1,30-May-03,Standard,S. Clarke,G. Schwab,T. Ueki
0,21-Oct-02,Comments Requested,G. Schwab,G. Schwab,T. Ueki
