# doc_id=8-LST-0102 discipline=8 revision=R0
Tag No.,Description,Controller,AI,AO,DI,DO,Algorithm,Action,Tracking,Output Limit,Enabled,Graphics,col_13,col_14,col_15,col_16,Initials KC,Initials Owner,P&ID Ref.,Comments
,,,,,,,,,,,,Correct   Relative Location,Correct Display  & Value,Event List,Alarm List,Trend,,,,
