# doc_id=8-LST-0110 discipline=8 revision=R0
col_0,Instrument No.,col_2,P&ID,Fluid,"Composition
(%w/w)","Density (Kg/m3)@
N.O.C.",Process Variable,col_8,col_9,col_10,col_11,Temperature (°C),col_13,col_14,Pressure(kPa(g)),col_16,col_17,Material of Construction,col_19,col_20,"Calibration
Range",Operating Case Reference,Comments
,Aker Kvaerner Chemetics,Owner,,,,,Variable,Unit,Min.,Norm.,Max.,Min.,Norm.,Max.,Min.,Norm.,Max.,Wetted parts,Non-Wetted Parts,Gasket/Seal,,,
