# doc_id=8-LST-0121 discipline=8 revision=R0
col_0,Instrument No.,col_2,P&ID,Fluid,"Composition
(%w/w)","Dens.
(kg/m3) @ N.O.C.",Max. Flowrate (m3/h),Temperature (°C),col_9,"Back Press.
(kPa)",Press Setting (kPa),Material of Construction,col_13,col_14,Operating Case Reference,Comments
,Aker Kvaerner Chemetics,Owner,,,,,,Norm.,Max.,,,Wetted parts,Non-Wetted Parts,Gasket/Seal,,
