# doc_id=4-SPC-0016 table=2 inline=true
SPECIFIED CLADDING,SMAW ELECTRODE,SMAW ELECTRODE
ALLOY,1st Layer,2nd and subsequent layers
Type 304L,E-309/309L,E-308L
Type 316L,E-309 Mo,E-316L or E317L*
Type 317L,E-309 Mo,E-317L
Alloy 20 - Cb3,E-320 or E-320 LR,E-320 LR
