# doc_id=0-SPC-5006 table=1 inline=true
Rev:,Date:,Status:,Prepared By:,Checked By:,Approved By:
1,29-Nov-02,Standard,J. Nelson,D. Dunbar,G. Goto
0,25-Sep-02,Comments Requested,J. Nelson,D. Dunbar,G. Goto
