# doc_id=0-SPC-7001 table=1 inline=true
Rev:,Date:,Status:,Prepared By:,Checked By:,Approved By:
1,18-Nov-02,Standard,J. Nelson,A. Jankowski,J. Nelson
0,8-Aug-02,Comment,J. Nelson,A. Jankowski,J. Nelson
