# doc_id=4-SPC-0048 table=1 inline=true
Rev:,Date:,Status:,Prepared By:,Checked By:,Approved By:
1,1-Oct-04,Standard,S. Clarke,J. Purdy,D. Shaw
0,04-Aug-04,Comments Requested,S. Clarke,J. Purdy,T.Ueki
