# doc_id=0-SPC-5003 table=1 inline=true
Rev:,Date:,Status:,Prepared By:,Checked By:,Approved By:
1,30-Oct-02,Standard,M. Sargent,D. Dunbar,G. Goto
0,19-Sep-02,Comments Requested,M. Sargent,D. Dunbar,G. Goto
