# doc_id=9-LST-0724 discipline=9 revision=R0
Items to be checked,
Complete system installation accepted by Aker Kvaerner Chemetics Field Supervisor. (See signed Contractor Field Check List),
Energize circuit breaker(s) in MCC.,
Connect a welding machine to each welding receptacle (only one (1) at a time).,
Have a welder perform a test weld.,
System ready for water batching,
