# doc_id=8-LST-0118 discipline=8 revision=R0
col_0,Instrument No.,col_2,P&ID,Fluid,"Composition
(%w/w)",Temperature (°C),col_7,col_8,Differential Pressure (KPa),col_10,col_11,Recommended Type,Calibration Range (Kpa),Material of Construction,col_15,col_16,Operating Case Reference,Comments
,Aker Kvaerner Chemetics,Owner,,,,Min.,Norm.,Max.,Min.,Norm.,Max.,,,Wetted parts,Non-Wetted Parts,Gasket/Seal,,
