# doc_id=0-SPC-2201 table=1 inline=true
Rev:,Date:,Status:,Prepared By:,Checked By:,Approved By:
1,11-Aug-04,Standard,J. Archibald,M. Sargent,G. Goto
0,10-Dec-02,Comments Requested,M. Sargent,G. Goto,T. Ueki
