# doc_id=8-LST-0114 discipline=8 revision=R0
col_0,Instrument No.,col_2,P&ID,Fluid,"Composition
(%w/w)",Physical Properties at N.O.C.,col_7,col_8,Flowrate (m3/h),col_10,col_11,Temperature (°C),col_13,col_14,Normal Inlet Press. (kPa(g)),"Shut-off press
(kPa
(g))",Fail Action,Leakage Class,Max. Travel Time (sec),Material of Construction,col_21,col_22,Operating Case Reference,Comments
,Aker Kvaerner Chemetics,Owner,,,,"Visc.
(Cp)","Dens.
(kg/m3)",Vapor Pres (kPa(a)),Min.,Norm.,Max.,Min.,Norm.,Max.,,,,,,Wetted parts,Non-Wetted Parts,Gasket/Seal,,
